,Related APIs,Category,Published,Meta_Url,Languages,Related Frameworks,Architectural Style,Provider,Asset URL,Repository,Terms Of Service,Type,Docs Home,Request Formats,Response Formats
10,Highcharts,"Tools, Charts, Images, Visualizations",06.24.2015,https://www.programmableweb.com/library/highcharts-java-library-paul-van-assen,Java,,,Independent Developer,https://github.com/geckoboard-java-api/highchart-java-api,,,Library,,,
11,GraphHopper Directions,"Transportation, Addresses, Mapping, Tourism",06.24.2015,https://www.programmableweb.com/library/graphhopper-directions-java-library-graphhopper,Java,,,GraphHopper,https://github.com/graphhopper/directions-api-java-client,,,Library,,,
12,Amazon S3,"Storage, Backup, Big Data, Cloud",06.24.2015,https://www.programmableweb.com/library/amazon-s3-java-toolkit-amazon,Java,,,Amazon,http://aws.amazon.com/code/Amazon-S3/617,https://bitbucket.org/jmurty/jets3t/wiki/Home,,Library,,,
13,ONVIF,"Non-Profit, Analytics, Security",06.24.2015,https://www.programmableweb.com/library/onvif-java-library-milgo,".Net, Java",,,Independent Developer,https://github.com/milg0/onvif-java-lib,,,Library,,,
14,Data Science Toolkit,"Data, Addresses, Mapping, Reference",06.24.2015,https://www.programmableweb.com/library/data-science-toolkit-javascript-library-pete-warden,JavaScript,,,Independent Developer,https://github.com/petewarden/dstk,,,Library,,,
15,Data Science Toolkit,"Data, Addresses, Mapping, Reference, Science",06.24.2015,https://www.programmableweb.com/library/data-science-toolkit-python-library-cloverhealth,Python,,,Independent Developer,https://github.com/CloverHealth/pydstk,,,Library,,,
16,Google Visualization,"Visualizations, Charts, Graphics",06.24.2015,https://www.programmableweb.com/library/google-visualization-python-library-google,Python,,,Google,https://developers.google.com/chart/interactive/docs/dev/gviz_api_lib,,,Library,,,
17,"Diffbot Article, Diffbot Page Classifier","Tools, Extraction, Subscriptions, Web Site Management",06.24.2015,https://www.programmableweb.com/library/diffbot-coffeescript-client-diffbot,CoffeeScript,,,Diffbot,https://github.com/diffbot/diffbot-coffeescript-client,,,Library,,,
18,Diffbot Analyze,"Tools, Extraction, Subscriptions, Web Site Management",06.24.2015,https://www.programmableweb.com/library/diffbot-java-client-wadi-chemkhi,Java,,,Independent Developer,https://github.com/wadi-chemkhi,,,Library,,,
19,"Diffbot Article, Diffbot Page Classifier, Diffbot Frontpage, Diffbot Follow, Diffbot Product, Diffbot Analyze, Diffbot Image, Diffbot Discussion","Tools, Extraction, Subscriptions, Web Site Management",06.24.2015,https://www.programmableweb.com/library/diffbot-groovy-client-diffbot,Groovy,,,Diffbot,https://github.com/diffbot/diffbot-groovy-client,,,Library,,,
20,Diffbot Article,"Tools, Extraction, Subscriptions, Web Site Management",06.24.2015,https://www.programmableweb.com/library/diffbot-actionscript3-client-diffbot,ActionScript,,,Diffbot,https://github.com/diffbot/diffbot-as3-client,,,Library,,,
21,"Diffbot Article, Diffbot Page Classifier, Diffbot Frontpage, Diffbot Follow, Diffbot Product, Diffbot Analyze, Diffbot Image, Diffbot Discussion","Tools, Extraction, Subscriptions, Web Site Management",06.17.2015,https://www.programmableweb.com/library/diffbot-haskell-client-diffbot,Haskell,,,Diffbot,https://github.com/diffbot/diffbot-haskell-client,,,Library,,,
22,"Diffbot Article, Diffbot Page Classifier, Diffbot Frontpage, Diffbot Follow, Diffbot Product, Diffbot Analyze, Diffbot Image, Diffbot Discussion","Tools, Extraction, Subscriptions, Web Site Management",06.17.2015,https://www.programmableweb.com/library/diffbot-scala-client-diffbot,Scala,,,Diffbot,https://github.com/diffbot/diffbot-scala-client,,,Library,,,
23,"Diffbot Article, Diffbot Page Classifier, Diffbot Frontpage, Diffbot Follow, Diffbot Product, Diffbot Analyze, Diffbot Image, Diffbot Discussion","Tools, Extraction, Subscriptions, Web Site Management",06.17.2015,https://www.programmableweb.com/library/diffbot-c-client-diffbot,C++,,,Diffbot,https://github.com/diffbot/diffbot-cpp-client,,,Library,,,
24,"Diffbot Article, Diffbot Analyze","Tools, Extraction, Subscriptions, Web Site Management",06.17.2015,https://www.programmableweb.com/library/diffbot-javascript-client-diffbot,JavaScript,,,Diffbot,https://github.com/diffbot/diffbot-js-client,,,Library,,,
25,"Diffbot Article, Diffbot Product, Diffbot Image, Diffbot Frontpage, Diffbot Page Classifier","Tools, Extraction, Subscriptions, Web Site Management",06.17.2015,https://www.programmableweb.com/library/diffbot-c-client-diffbot-0,C#,,,Diffbot,https://github.com/diffbot/diffbot-csharp-client,,,Library,,,
26,"Diffbot Article, Diffbot Frontpage, Diffbot Product, Diffbot Image, Diffbot Analyze","Tools, Extraction, Subscriptions, Web Site Management",06.17.2015,https://www.programmableweb.com/library/diffbot-c-client-diffbot-1,C,,,Diffbot,https://github.com/diffbot/diffbot-c-client,,,Library,,,
27,"Diffbot Article, Diffbot Frontpage, Diffbot Follow, Diffbot Product, Diffbot Analyze, Diffbot Image, Diffbot Discussion","Tools, Extraction, Subscriptions, Web Site Management",06.17.2015,https://www.programmableweb.com/library/diffbot-perl-client-diffbot,PERL,,REST,Diffbot,https://github.com/diffbot/diffbot-perl-client,,,Web/Internet,,,
28,"Diffbot Article, Diffbot Page Classifier, Diffbot Frontpage, Diffbot Follow, Diffbot Product, Diffbot Analyze, Diffbot Image, Diffbot Discussion","Tools, Extraction, Subscriptions, Web Site Management",06.17.2015,https://www.programmableweb.com/library/diffbot-go-client-diffbot,Go,,,Diffbot,https://github.com/diffbot/diffbot-go-client,,,Library,,,
29,"Diffbot Analyze, Diffbot Article","Tools, Extraction, Subscriptions, Web Site Management",06.17.2015,https://www.programmableweb.com/library/diffbot-objective-c-client-diffbot,Objective-C,,,Diffbot,https://github.com/diffbot/diffbot-objc-client,,,Library,,,
30,"Diffbot Article, Diffbot Page Classifier, Diffbot Frontpage, Diffbot Follow, Diffbot Product, Diffbot Analyze, Diffbot Image, Diffbot Discussion","Tools, Extraction, Subscriptions, Web Site Management",06.17.2015,https://www.programmableweb.com/library/diffbot-python-client-library-john-davi,Python,,,Independent Developer,https://github.com/diffbot/diffbot-python-client,,,Library,,,
31,"Diffbot Article, Diffbot Page Classifier, Diffbot Frontpage, Diffbot Follow, Diffbot Product, Diffbot Analyze, Diffbot Image, Diffbot Discussion","Tools, Extraction, Subscriptions, Web Site Management",06.17.2015,https://www.programmableweb.com/library/diffbot-ruby-client-diffbot,Ruby,,,Diffbot,https://github.com/diffbot/diffbot-ruby-client,,,Library,,,
32,"Diffbot Article, Diffbot Frontpage, Diffbot Product, Diffbot Image, Diffbot Analyze","Tools, Extraction, Subscriptions, Web Site Management",06.17.2015,https://www.programmableweb.com/library/diffbot-r-language-client-diffbot,R,,,Diffbot,https://github.com/diffbot/diffbot-r-client,,,Library,,,
33,"Diffbot Article, Diffbot Analyze","Tools, Extraction, Subscriptions, Web Site Management",06.17.2015,https://www.programmableweb.com/library/diffbot-knime-java-client-g%C3%A1bor-bakos,Java,,,Independent Developer,https://github.com/diffbot/diffbot_knime,,,Library,,,
34,"Diffbot Analyze, Diffbot Article","Tools, Extraction, Subscriptions, Web Site Management",06.17.2015,https://www.programmableweb.com/library/diffbot-rapidminer-java-client-diffbot,Java,,,Diffbot,https://github.com/diffbot/diffbot_rapidminer,,,Library,,,
35,Diffbot Article,"Tools, Extraction, Subscriptions, Web Site Management",06.17.2015,https://www.programmableweb.com/library/diffbot-php-client-library-bruno-%C5%A1kvorc,PHP,,,Independent Developer,https://github.com/Swader/diffbot-php-client,,,Library,,,
36,DocuSign Enterprise,"Enterprise, Contracts, Documents, Electronic Signature",06.17.2015,https://www.programmableweb.com/library/docusign-ruby-library-donald-piret,Ruby,,,Independent Developer,https://github.com/roomorama/docu_sign,,,Library,,,
37,DocuSign Enterprise,"Enterprise, Contracts, Documents, Electronic Signature",06.17.2015,https://www.programmableweb.com/library/docusign-ruby-library-texel,Ruby,,,Independent Developer,https://github.com/texel/docusign/tree/e64e48ec1c5282805fdcb4dcf7bf6420528cbc45,,,Library,,,
38,DocuSign Enterprise,"Enterprise, Contracts, Documents, Electronic Signature",06.17.2015,https://www.programmableweb.com/library/docusign-soap-sdk-library-docusign,".Net, Java, PHP, Ruby",,,DocuSign,https://github.com/docusign/DocuSign-eSignature-SDK,,,Library,,,
39,XAPI,Cloud,06.17.2015,https://www.programmableweb.com/library/xen-perl-library-ben-booth,PERL,,,Independent Developer,http://search.cpan.org/~benbooth/Xen-API/lib/Xen/API.pm,,,Library,,,
40,XAPI,Cloud,06.17.2015,https://www.programmableweb.com/library/xen-ruby-library-geoff-garside,Ruby,,,Independent Developer,https://rubygems.org/gems/xenapi/versions/0.2.11,http://www.rubydoc.info/gems/xenapi/0.2.11,,Library,,,
41,Unloq,"Authentication, Authorization",06.17.2015,https://www.programmableweb.com/library/unloq-node.js-library-unloq,Node.js,,,UNLOQ Systems,https://github.com/UNLOQIO/node-client,https://github.com/UNLOQIO/node-client,,Library,,,
42,XAPI,Cloud,06.17.2015,https://www.programmableweb.com/library/xen-node.js-library-pirlot-nicolas,Node.js,,,Independent Developer,https://www.npmjs.com/package/xenapi,http://github.com/Paca/xenapi,,Library,,,
43,XAPI,Cloud,06.17.2015,https://www.programmableweb.com/library/xen-node.js-library-julien-fontanet,Node.js,,,Independent Developer,https://www.npmjs.com/package/xen-api,http://github.com/julien-f/js-xen-api,,Library,,,
44,DocuSign Enterprise,"Enterprise, Contracts, Documents, Electronic Signature",06.17.2015,https://www.programmableweb.com/library/docusign-php-client-library-docusign,PHP,,,DocuSign,https://github.com/docusign/DocuSign-PHP-Client,,,Library,,,
45,DocuSign Enterprise,"Enterprise, Contracts, Documents, Electronic Signature",06.17.2015,https://www.programmableweb.com/library/docusign-java-restful-client-library-techblue,Java,,,Independent Developer,https://github.com/techblue/docusign-restclient,,,Library,,,
46,DocuSign Enterprise,"Enterprise, Contracts, Documents, Electronic Signature",06.17.2015,https://www.programmableweb.com/library/docusign-java-client-library-docusign,Java,,,DocuSign,https://github.com/docusign/DocuSign-Java-Client,,,Library,,,
47,DocuSign Enterprise,"Enterprise, Contracts, Documents, Electronic Signature",06.17.2015,https://www.programmableweb.com/library/docusign-.net-client-library-docusign,.Net,,,DocuSign,https://github.com/docusign/DocuSign-.NET-Client,,,Library,,,
48,DocuSign Enterprise,"Enterprise, Contracts, Documents, Electronic Signature",06.17.2015,https://www.programmableweb.com/library/docusign-api-ruby-library-leigh-caplan,Ruby,,,Independent Developer,https://rubygems.org/gems/docusign,,,Library,,,
49,SimilarWeb,"Referrals, Analytics",06.17.2015,https://www.programmableweb.com/library/similarweb-api-php-library-tomasz-kowalczyk,PHP,,,Independent Developer,https://github.com/thunderer/SimilarWebApi,,,Library,,,
50,Hive,"Storage, Backup, File Sharing",06.17.2015,https://www.programmableweb.com/library/packetizer-hive-rest-api-libraries-docmato,"ActionScript, C#, Java, Objective-C, PHP, Python, Ruby, Scala",,,Docmato,http://restunited.com/releases/437644996700538703/wrappers,,,Library,,,
51,Heap Analytics Server-Side,"Tools, Analytics, Web Site Management",06.17.2015,https://www.programmableweb.com/library/heap-analytics-rest-api-libraries-docmato,"ActionScript, C#, Java, Objective-C, PHP, Python, Ruby, Scala",,,Docmato,http://restunited.com/releases/384004072590542461/wrappers,,,Library,,,
52,NamSor Gendre,"Names, Predictions",06.17.2015,https://www.programmableweb.com/library/namsor-extract-gender-sdk-libraries-docmato,"ActionScript, C#, Java, Objective-C, PHP, Python, Ruby, Scala",,,Docmato,http://restunited.com/releases/341835109761025482/wrappers,,,Library,,,
53,Hacker News,"News Services, Activity Streams, Business, Enterprise, Real Time",06.17.2015,https://www.programmableweb.com/library/hacker-news-rest-api-libraries-docmato,"ActionScript, C#, Java, Objective-C, PHP, Python, Ruby, Scala",,,Docmato,http://restunited.com/releases/436485910940354377/wrappers,,,Library,,,
54,Scout App,"Monitoring, Charts, Dashboards",06.17.2015,https://www.programmableweb.com/library/scoutapp-rest-api-libraries-docmato,"ActionScript, C#, Java, Objective-C, PHP, Python, Ruby, Scala",,,Docmato,http://restunited.com/releases/438803664808707929/wrappers,,,Library,,,
55,First Data Global Gateway,"Payments, Financial",06.17.2015,https://www.programmableweb.com/library/first-data-global-gateway-php-library-vincent-gabriel,PHP,,,Independent Developer,https://github.com/VinceG/php-first-data-api,,,Library,,,
56,Geckoboard,"Enterprise, Analytics, Real Time",06.17.2015,https://www.programmableweb.com/library/geckoboard-php-library-carlos-buenosvinos,PHP,,,Independent Developer,https://github.com/carlosbuenosvinos/php-geckoboard-api,,,Library,,,
57,Bing Search,"Search, Cloud, Data-as-a-Service",06.17.2015,https://www.programmableweb.com/library/bing-search-node.js-library-mr.-goferito,Node.js,,,Independent Developer,https://github.com/goferito/node-bing-api,,,Library,,,
58,Ringcaptcha,"Verification, Mobile, Text",06.09.2015,https://www.programmableweb.com/library/ringcaptcha-c-library-ringcaptcha,C#,,,RingCaptcha,https://github.com/ringcaptcha/ringcaptcha-csharp,https://github.com/ringcaptcha/ringcaptcha-csharp,,Library,,,
59,Instagram Graph,"Photos, Mobile, Social",06.09.2015,https://www.programmableweb.com/library/instagram-javascript-library-tomomi-imura-girliemac,JavaScript,,,,https://github.com/girliemac/Filterous,,,Library,,,
60,Instagram Graph,"Photos, Mobile, Social",06.09.2015,https://www.programmableweb.com/library/instagram-ios-library-huong-do,Objective-C,,,,https://github.com/itsmeichigo/ICGVideoTrimmer,,,Library,,,
61,Instagram Graph,"Photos, Mobile, Social",06.09.2015,https://www.programmableweb.com/library/instagram-ios-library-brad-kendall,Objective-C,,,,https://github.com/bradkendall/populatephotos,,,Library,,,
62,Instagram Graph,"Photos, Mobile, Social",06.09.2015,https://www.programmableweb.com/library/instagram-go-library-akeda-bagus,Go,,,,https://github.com/gedex/go-instagram,,,Library,,,
63,Google Spreadsheets,"Spreadsheets, Analytics, Data, Storage",06.09.2015,https://www.programmableweb.com/library/google-sheets-.net-library-google,.Net,,,Google,https://developers.google.com/google-apps/spreadsheets/setup,,,Library,,,
64,Google Spreadsheets,"Spreadsheets, Analytics, Data, Storage",06.09.2015,https://www.programmableweb.com/library/google-sheets-java-library-google,Java,,,Google,https://developers.google.com/google-apps/spreadsheets/setup,,,Library,,,
65,Yelp Fusion,"Recommendations, eCommerce, Localization",06.09.2015,https://www.programmableweb.com/library/yelp-c-library-justin-beckwith,C#,,,,https://github.com/JustinBeckwith/YelpSharp,,,Library,,,
66,eBay,"eCommerce, Auctions, Products, Search",06.09.2015,https://www.programmableweb.com/library/ebay-php-library-rick-earley,PHP,,,,https://github.com/rearley/ebay,,,Library,,,
67,eBay,"eCommerce, Auctions, Products, Search",06.09.2015,https://www.programmableweb.com/library/ebay-ruby-library-jj-buckley,Ruby,,,,https://github.com/bjjb/ebayr,,,Library,,,
68,eBay,"eCommerce, Auctions, Products, Search",06.09.2015,https://www.programmableweb.com/library/ebay-java-library-ebay,Java,,,eBay,http://developer.ebay.com/devzone/javasdk-jaxb/docs/GettingStarted/GettingStarted.html,,,Library,,,
69,Foursquare,"Social, Mapping, Mobile, Search",06.09.2015,https://www.programmableweb.com/library/foursquare-ruby-merchant-library-tim-olshansky,Ruby,,,,https://github.com/timols/fourmer,,,Library,,,
70,Foursquare,"Search, Mapping, Mobile, Search",06.09.2015,https://www.programmableweb.com/library/foursquare-go-library-yamil-asusta,Go,,REST,,https://github.com/elbuo8/4square-venues,,,Web/Internet,,,
71,Google Geocoding,"Mapping, Addresses, Geography",06.09.2015,https://www.programmableweb.com/library/google-geocoding-.net-library-andrew-burgess,.Net,,,,http://parse3.github.io/Parse3.Google.Maps.Geocoder/,,,Library,,,
72,Google Geocoding,"Mapping, Addresses, Geography",06.09.2015,https://www.programmableweb.com/library/google-geocoding-node.js-library-felipe-oliveira,Node.js,,,,https://github.com/feliperazeek/geonode,,,Library,,,
73,Google Geocoding,"Mapping, Addresses, Geography",06.09.2015,https://www.programmableweb.com/library/google-geocoding-android-library-google,Java,,,Google,https://developers.google.com/maps/documentation/webservices/client-library,,,Library,,,
74,OpenStreetMap,"Mapping, Location, Viewer",06.09.2015,https://www.programmableweb.com/library/openstreetmap-ruby-library-jochen-topf,Ruby,,,,http://wiki.openstreetmap.org/wiki/OSMLib,https://github.com/emacsen/osmlib-base,,Library,,,
75,OpenStreetMap,"Mapping, Location, Viewer",06.09.2015,https://www.programmableweb.com/library/openstreetmap-android-library-benoit-zeler,Java,,,,https://github.com/benoitongit/android-open-street-map,,,Library,,,
76,Twilio,"Telephony, Messaging, Text-to-Speech, Voice",06.09.2015,https://www.programmableweb.com/library/twilio-ruby-library-philip-misiowiec,Ruby,,,,https://github.com/webficient/twilio,,,Library,,,
77,Twilio,"Telephony, Cloud, Messaging, Text-to-Speech, Voice",06.09.2015,https://www.programmableweb.com/library/drupal-twilio-php-library-arvin-singla,PHP,,,,https://www.drupal.org/project/twilio,https://www.drupal.org/node/895232/,,Library,,,
78,Twilio,"Telephony, Messaging, Text-to-Speech, Voice",06.09.2015,https://www.programmableweb.com/library/twilio-c-library-twilio,C#,,REST,Twilio,https://www.twilio.com/docs/csharp/install,https://github.com/twilio/twilio-csharp/tree/4.7.2,,Web/Internet,,,
79,DHL,"Shipping, Logistics, Time Tracking",06.04.2015,https://www.programmableweb.com/library/dhl-php-library-al-fallouji-bashar,PHP,,,,https://github.com/alfallouji/DHL-API,,,Library,,,
80,Eventful,"Events, Calendars, Guides, Music",06.04.2015,https://www.programmableweb.com/library/eventful-java-library-eventful,Java,,,Eventful,http://api.eventful.com/libs/java/doc/index.html,,,Library,,,
81,Eventful,"Events, Calendars, Guides, Music",06.04.2015,https://www.programmableweb.com/library/eventful-ruby-library-eventful,Ruby,,,Eventful,http://api.eventful.com/libs/ruby/doc/index.html,,,Library,,,
82,Eventful,"Events, Calendars, Guides, Music",06.04.2015,https://www.programmableweb.com/library/eventful-perl-library-eventful,PERL,,,Eventful,http://search.cpan.org/~radcliff/WebService-Eventful-1.0/lib/WebService/Eventful.pm,,,Library,,,
83,Zillow,"Real Estate, Database, Housing",06.04.2015,https://www.programmableweb.com/library/zillow-python-library-hannes-hapke,Python,,,,https://github.com/hanneshapke/pyzillow,,,Library,,,
