,Related APIs,Category,Submitted,Meta_Url,Description,Repository,Languages,Provider,Asset URL
0,Criteo RPC API,"Recommendations, Advertising",09.12.2019,https://www.programmableweb.com/sdk/criteo-events-android-sdk, This Android SDK can be utilized to send events back to Criteo in order to power targeted campaigns. The latest version is 1.1.7.,,Java,Criteo,https://github.com/criteo/android-events-sdk
1,Criteo RPC API,"Recommendations, Advertising",09.12.2019,https://www.programmableweb.com/sdk/criteo-marketing-python-sdk," This Python SDK enables marketing features in third-parties connected to the Criteo API. This package supports Python 2.7+, and 3.4.",,Python,Criteo,https://github.com/criteo/criteo-python-marketing-sdk
2,Criteo RPC API,"Recommendations, Advertising",09.12.2019,https://www.programmableweb.com/sdk/criteo-marketing-java-sdk, This Java SDK enables marketing features in third-parties connected to the Criteo API. The latest version is 1.0.15.,,Java,Criteo,https://github.com/criteo/criteo-java-marketing-sdk
3,"Apache Kafka AdminClient Indirect API v2.0.0, Apache Kafka Connect REST API v2.0.0, Apache Kafka Consumer Indirect API v2.0.0, Apache Kafka Producer Indirect API v2.0.0, Apache Kafka Streams Indirect API v2.0.0","Streaming, Applications, Data",09.12.2019,https://www.programmableweb.com/sdk/apache-kafka-clojure-sdk-dongmin-yu, The Apache Kafka Clojure SDK by Dongmin Yu allows developers to integrate the Apache Kafka APIs into their Clojure applications.,,Clojure,Independent Developer,https://github.com/miniway/kafka-clj
4,"Apache Kafka AdminClient Indirect API v2.0.0, Apache Kafka Connect REST API v2.0.0, Apache Kafka Consumer Indirect API v2.0.0, Apache Kafka Producer Indirect API v2.0.0, Apache Kafka Streams Indirect API v2.0.0","Streaming, Applications, Data",09.12.2019,https://www.programmableweb.com/sdk/apache-kafka-php-sdk-arnaud-le-blanc, The Apache Kafka PHP SDK by Arnaud Le Blanc allows developers to integrate the Apache Kafka APIs into their PHP applications. This SDK requires PHP 5 or 7 and is compatible with Apache Kafka v0.8+.,,PHP,Independent Developer,https://github.com/arnaud-lb/php-rdkafka
5,"Apache Kafka AdminClient Indirect API v2.0.0, Apache Kafka Connect REST API v2.0.0, Apache Kafka Consumer Indirect API v2.0.0, Apache Kafka Producer Indirect API v2.0.0, Apache Kafka Streams Indirect API v2.0.0","Streaming, Applications, Data",09.12.2019,https://www.programmableweb.com/sdk/apache-kafka-scala-sdk-elodina, The Apache Kafka Scala SDK by Elodina allows developers to quickly access the Apache Kafka APIs using Scala code.,,Scala,,https://github.com/elodina/scala-kafka
6,"Apache Kafka AdminClient Indirect API v2.0.0, Apache Kafka Connect REST API v2.0.0, Apache Kafka Consumer Indirect API v2.0.0, Apache Kafka Producer Indirect API v2.0.0, Apache Kafka Streams Indirect API v2.0.0","Streaming, Applications, Data",09.12.2019,https://www.programmableweb.com/sdk/apache-kafka-rust-sdk-yousuf-fauzan," The Apache Kafka Rust SDK by Yousuf Fauzan allows developers to integrate the Apache Kafka APIs into their Rust applications. This SDK is tested for compatibility with Kafka 0.8.2+, but not all features from Kafka 0.9+ are supported yet.",https://crates.io/crates/kafka,Unspecified,Independent Developer,https://github.com/spicavigo/kafka-rust
7,"Apache Kafka AdminClient Indirect API v2.0.0, Apache Kafka Connect REST API v2.0.0, Apache Kafka Consumer Indirect API v2.0.0, Apache Kafka Producer Indirect API v2.0.0, Apache Kafka Streams Indirect API v2.0.0","Streaming, Applications, Data",09.12.2019,https://www.programmableweb.com/sdk/apache-kafka-log4php-sdk-amoma, The Apache Kafka log4php SDK by Amoma provides developers with a log4php appender for sending log messages to Apache Kafka via the Kafka APIs. This SDK is compatible with version 2.3.0 of log4php and should be installed using Composer.,,PHP,,https://github.com/amoma-com/log4php-kafka
8,"Apache Kafka AdminClient Indirect API v2.0.0, Apache Kafka Connect REST API v2.0.0, Apache Kafka Consumer Indirect API v2.0.0, Apache Kafka Producer Indirect API v2.0.0, Apache Kafka Streams Indirect API v2.0.0","Streaming, Applications, Data",09.12.2019,https://www.programmableweb.com/sdk/apache-kafka-php-sdk-michal-harish, The Apache Kafka PHP SDK by Michal Harish allows developers to integrate the Apache Kafka APIs into their PHP applications.,,PHP,Independent Developer,https://github.com/michal-harish/kafka-php
9,"Apache Kafka AdminClient Indirect API v2.0.0, Apache Kafka Connect REST API v2.0.0, Apache Kafka Consumer Indirect API v2.0.0, Apache Kafka Producer Indirect API v2.0.0, Apache Kafka Streams Indirect API v2.0.0","Streaming, Applications, Data",09.12.2019,https://www.programmableweb.com/sdk/apache-kafka-php-sdk-lorenzo-alberton, The Apache Kafka PHP SDK by Lorenzo Alberton allows developers to integrate the Apache Kafka APIs into their PHP applications. This SDK requires PHP 5.3.3+ and Apache Kafka 0.6.x or 0.7.x.,,PHP,Independent Developer,https://github.com/quipo/kafka-php
10,Criteo RPC API,"Recommendations, Advertising",09.11.2019,https://www.programmableweb.com/sdk/criteo-google-mediation-objective-c-sdk, This Objective-C SDK integrates Criteo with Google AdMob Mediation to deliver advertisements from multiple sources. Criteo enables product recommendations in third parties.,,Objective-C,Criteo,https://github.com/criteo/ios-sdk-google-mediation-adapter
11,Criteo RPC API,"Recommendations, Advertising",09.11.2019,https://www.programmableweb.com/sdk/criteo-mopub-mediation-objective-c-sdk, This Objective-C SDK integrates MoPub Mediation with Criteo to deliver advertisements from multiple sources. Criteo enables product recommendations in third parties.,,Objective-C,Criteo,https://github.com/criteo/ios-sdk-mopub-mediation-adapter
12,Kanboard RPC API,Project Management,09.11.2019,https://www.programmableweb.com/sdk/kanboard-php-sdk-memed, The Kanboard PHP SDK by Memed is a PHP plugin that allows developers to enable CORS (Cross-Origin Resource Sharing) for the Kanboard API. This SDK requires Kanboard 1.0.40+.,,PHP,Memed,https://github.com/MemedDev/kanboard-plugin-api-cors
13,Criteo RPC API,"Recommendations, Advertising",09.11.2019,https://www.programmableweb.com/sdk/criteo-mopub-mediation-android-sdk, This Android SDK integrates MoPub Mediation with Criteo to deliver advertisements from multiple sources. Criteo enables product recommendations in third parties.,,Java,Criteo,https://github.com/criteo/android-sdk-mopub-mediation-adapter
14,Criteo RPC API,"Recommendations, Advertising",09.11.2019,https://www.programmableweb.com/sdk/criteo-google-mediation-android-sdk, This Android SDK integrates with Google AdMob Mediation to deliver advertisements from multiple sources. Criteo enables product recommendations in third parties.,,Java,Criteo,https://github.com/criteo/android-sdk-google-mediation-adapter
15,Kanboard RPC API,Project Management,09.11.2019,https://www.programmableweb.com/sdk/kanboard-java-sdk-douglas-marra, The Kanboard Java SDK by Douglas Marra allows developers to integrate the Kanboard API into their Java applications.,,Java,Independent Developer,https://github.com/douglasmsi/kanboard-api-java
16,Kanboard RPC API,Project Management,09.11.2019,https://www.programmableweb.com/sdk/kanboard-java-sdk-phoen1x, The Kanboard Java SDK by phoen1x allows developers to integrate the Kanboard API into their Java applications.,,Java,Independent Developer,https://github.com/phoen1x/kanboard-api-java
17,Kanboard RPC API,Project Management,09.11.2019,https://www.programmableweb.com/sdk/kanboard-python-sdk-wilton-rodrigues, The Kanboard Python SDK by Wilton Rodrigues allows developers to import Trello projects to Kanboard from JSON files using the Kanboard API. This SDK is compatible with Python 2.7+ and 3.4+.,,Python,Independent Developer,https://github.com/wiltonsr/Trello2Kanboard
18,"Kanboard RPC API, Postmark EMAIL/MESSAGING/FTP API, Postmark REST API",Project Management,09.11.2019,https://www.programmableweb.com/sdk/kanboard-php-sdk-polom, The Kanboard PHP SDK by polom allows developers to use the Kanboard API to create Kanboard tasks by email. This SDK also includes a Kanboard-specialized Postmark webhook.,,PHP,Independent Developer,https://github.com/polom/kanboard-tasksbymail
19,Kanboard RPC API,Project Management,09.11.2019,https://www.programmableweb.com/sdk/kanboard-python-sdk-freekoder, The Kanboard Python SDK by freekoder allows developers to integrate the Kanboard API into their Python applications. This SDK has been tested on Python 2.7.9.,,Python,Independent Developer,https://github.com/freekoder/kanboard-py
20,Kanboard RPC API,Project Management,09.11.2019,https://www.programmableweb.com/sdk/kanboard-python-sdk, The Kanboard Python SDK allows developers to integrate the Kanboard API into their Python applications. This SDK is compatible with Python 3.5+.,,Python,,https://github.com/kanboard/python-api-client
21,GroupDocs.Redaction Indirect API v19.5,"Classification, Annotations, Documents, Metadata, Security, Text",09.11.2019,https://www.programmableweb.com/sdk/groupdocsredaction-net-sdk," This GroupDocs.Redaction .NET SDK provides API access to this service. It is a document redaction API for PDF, raster images and Microsoft Office file formats. It allows you to hide or remove confidential information from password protected files using text, metadata and annotation redaction types. It provides a way to save documents in the original format and then create a PDF file with raster images of the document pages. GroupDocs provides document manipulation APIs that allows you to view, convert, annotate, compare, sign, assemble and search documents in your applications.",https://docs.groupdocs.com/display/redactionnet/Home,.Net,GroupDocs,https://apireference.groupdocs.com
22,ProWritingAid REST API v1,"Writing, Editing, Text",09.11.2019,https://www.programmableweb.com/sdk/prowritingaid-java-sdk," The ProWritingAid Java SDK interacts with the API to check grammar, style, terminology, and plagiarism. Developers have access to the API, additional SDK languages, and sample code.",,Java,Orpheus Technology,https://github.com/prowriting/prowritingaid.java
23,ProWritingAid REST API v1,"Writing, Editing, Text",09.11.2019,https://www.programmableweb.com/sdk/prowritingaid-php-sdk," The ProWritingAid PHP SDK interacts with the API to access grammar checking, style improvements, terminology checking, and plagiarism checking.",,PHP,Orpheus Technology,https://github.com/prowriting/prowritingaid.php
24,ProWritingAid REST API v1,"Writing, Editing, Text",09.11.2019,https://www.programmableweb.com/sdk/prowritingaid-python-sdk," The ProWritingAid Python SDK interacts with the API to implement the checking of grammar, style, terminology, and plagiarism into documents, writing applications, and websites.",,Python,Orpheus Technology,https://github.com/prowriting/prowritingaid.python
25,ProWritingAid REST API v1,"Writing, Editing, Text",09.11.2019,https://www.programmableweb.com/sdk/prowritingaid-javascript-sdk," The ProWritingAid JavaScript SDK interacts with the API to access grammar checking, style improvements, terminology checking, and plagiarism checking.",,JavaScript,Orpheus Technology,https://github.com/prowriting/prowritingaid.javascript
26,ProWritingAid REST API v1,"Writing, Editing, Text",09.11.2019,https://www.programmableweb.com/sdk/prowritingaid-typescript-sdk," The ProWritingAid TypeScript SDK provides official access to the API to check for grammar, style, terminology, and plagiarism.",,JavaScript,Orpheus Technology,https://github.com/prowriting/prowritingaid.typescript
