,Related APIs,Category,Submitted,Meta_Url,Description,Repository,Languages,Provider,Asset URL
0,DeepAffects REST API v1.0,"Machine Learning, Audio, Intelligence, Natural Language Processing, Recognition, Sentiment",04.25.2018,https://www.programmableweb.com/sdk/deepaffects-python-sdk, The DeepAffects Python SDK allows developers to integrate the DeepAffects API into their Python applications. This SDK is compatible with Python 2.7 and 3.3+.,https://pypi.org/project/deepaffects/1.1.1/,Python,SeerNet Technologies,https://github.com/SEERNET/deepaffects-python
1,DeepAffects REST API v1.0,"Machine Learning, Audio, Intelligence, Natural Language Processing, Recognition, Sentiment",04.25.2018,https://www.programmableweb.com/sdk/deepaffects-nodejs-sdk, The DeepAffects Node.js SDK allows developers to integrate the DeepAffects API into their Node.js applications. This SDK can be installed via npm or git.,https://www.npmjs.com/package/deep-affects,"JavaScript, Node.js",SeerNet Technologies,https://github.com/SEERNET/deepaffects-node
2,MoneyBird REST API,"Enterprise, Billing, Invoicing, Management",04.25.2018,https://www.programmableweb.com/sdk/moneybird-laravel-php-sdk-demindo, The MoneyBird Laravel PHP SDK by Demindo allows developers to integrate the MoneyBird API into their applications built with the Laravel 5 PHP framework.,,PHP,,https://github.com/demindo-nl/laravel-moneybird
3,MoneyBird REST API,"Enterprise, Billing, Invoicing, Management",04.25.2018,https://www.programmableweb.com/sdk/moneybird-symfony-php-sdk-kami-labs, The MoneyBird Symfony PHP SDK by KAMI Labs allows developers to integrate the MoneyBird API into their applications built with the Symfony 2 PHP web framework. This SDK can be installed using Composer.,,PHP,,https://github.com/kamilabs/MoneyBirdApiBundle
4,MoneyBird REST API,"Enterprise, Billing, Invoicing, Management",04.25.2018,https://www.programmableweb.com/sdk/moneybird-php-sdk-weblabnl, The MoneyBird PHP SDK by Weblab.nl allows developers to integrate the MoneyBird API into their PHP applications. This SDK is installed via Composer.,,PHP,,https://github.com/Weblab-nl/MoneyBird
5,MoneyBird REST API,"Enterprise, Billing, Invoicing, Management",04.25.2018,https://www.programmableweb.com/sdk/moneybird-c-sdk-wiebe-tijsma, The MoneyBird C# SDK by Wiebe Tijsma allows developers to integrate the MoneyBird API into their C# applications. This SDK uses ServiceStack to connect to the API.,,C#,Independent Developer,https://github.com/zidad/money-hawk
6,"ButterCMS REST API v2, ButterCMS Filestack Image Indirect API, ButterCMS Webhooks Streaming API","Content Management, B2B, Blogging, Content, Infrastructure-as-a-Service, Platform-as-a-Service, Software-as-a-Service",04.24.2018,https://www.programmableweb.com/sdk/buttercms-flask-python-sdk," This ButterCMS SDK is a Python API client to integrate with Flask. Flask is a micro web framework that is based on the Werkzeug toolkit and Jinja2 template engine. The ButterCMS API allows you to build CMS powered websites for blogs, dynamic pages, and more. ButterCMS provides a way to add a blog or CMS to your website.",https://github.com/buttercms/buttercms-python,Python,ButterCMS,https://buttercms.com/docs/api/
7,"ButterCMS REST API v2, ButterCMS Filestack Image Indirect API, ButterCMS Webhooks Streaming API","Content Management, B2B, Blogging, Content, Infrastructure-as-a-Service, Platform-as-a-Service, Software-as-a-Service",04.24.2018,https://www.programmableweb.com/sdk/buttercms-angular-javascript-sdk," This ButterCMS SDK is a JavaScript API client to integrate with Angular. Angular is a TypeScript based, open source, front end web application platform. The ButterCMS API allows you to build CMS powered websites for blogs, dynamic pages, and more. ButterCMS provides a way to add a blog or CMS to your website.",https://github.com/ButterCMS/buttercms-js,JavaScript,ButterCMS,https://buttercms.com/docs/api/
8,"ButterCMS REST API v2, ButterCMS Filestack Image Indirect API, ButterCMS Webhooks Streaming API","Content Management, B2B, Blogging, Content, Infrastructure-as-a-Service, Platform-as-a-Service, Software-as-a-Service",04.24.2018,https://www.programmableweb.com/sdk/buttercms-vuejs-sdk," This ButterCMS SDK is a JavaScript API client to integrate with VueJS. Vue.js is an open-source JavaScript framework for building user interfaces. The ButterCMS API allows you to build CMS powered websites for blogs, dynamic pages, and more. ButterCMS provides a way to add a blog or CMS to your website.",https://github.com/ButterCMS/buttercms-js,JavaScript,ButterCMS,https://buttercms.com/docs/api/
9,"ButterCMS REST API v2, ButterCMS Filestack Image Indirect API, ButterCMS Webhooks Streaming API","Content Management, B2B, Blogging, Content, Infrastructure-as-a-Service, Platform-as-a-Service, Software-as-a-Service",04.24.2018,https://www.programmableweb.com/sdk/buttercms-react-javascript-sdk," This ButterCMS SDK is a JavaScript API client to integrate with ReactJS. React is a JavaScript library for building user interfaces. The ButterCMS API allows you to build CMS powered websites for blogs, dynamic pages, and more. ButterCMS provides a way to add a blog or CMS to your website.",https://github.com/ButterCMS/buttercms-js,"JavaScript, Node.js",ButterCMS,https://buttercms.com/docs/api/
10,"ButterCMS REST API v2, ButterCMS Filestack Image Indirect API, ButterCMS Webhooks Streaming API","Content Management, B2B, Blogging, Content, Infrastructure-as-a-Service, Platform-as-a-Service, Software-as-a-Service",04.24.2018,https://www.programmableweb.com/sdk/buttercms-laravel-php-sdk," This ButterCMS SDK is a PHP API client to integrate with Laravel. Laravel is an open-source PHP web framework for the development of web applications. The ButterCMS API allows you to build CMS powered websites for blogs, dynamic pages, and more. ButterCMS provides a way to add a blog or CMS to your website.",https://github.com/buttercms/buttercms-php,PHP,ButterCMS,https://buttercms.com/docs/api/
11,"ButterCMS REST API v2, ButterCMS Filestack Image Indirect API, ButterCMS Webhooks Streaming API","Content Management, B2B, Blogging, Content, Infrastructure-as-a-Service, Platform-as-a-Service, Software-as-a-Service",04.24.2018,https://www.programmableweb.com/sdk/buttercms-django-python-sdk," This ButterCMS SDK is a Python API client to integrate with Django. The ButterCMS API allows you to build CMS powered websites for blogs, dynamic pages, and more ButterCMS provides a way to add a blog or CMS to your website.",https://github.com/buttercms/buttercms-python,Python,ButterCMS,https://buttercms.com/docs/api/
12,"ButterCMS REST API v2, ButterCMS Filestack Image Indirect API, ButterCMS Webhooks Streaming API","Content Management, B2B, Blogging, Content, Infrastructure-as-a-Service, Platform-as-a-Service, Software-as-a-Service",04.24.2018,https://www.programmableweb.com/sdk/buttercms-go-sdk," This SDK is a Go API client to access ButterCMS. The ButterCMS API allows you to build CMS powered websites for blogs, dynamic pages, and more. It includes a Filestack Image API that is an integration to leverage a set of image transformation capabilities, and a Webhooks API that allows you to Get notifications for content changes. ButterCMS provides a way to add a blog or CMS to your website.",https://github.com/buttercms/buttercms-go,Go,ButterCMS,https://buttercms.com/docs/api/
13,"ButterCMS REST API v2, ButterCMS Filestack Image Indirect API, ButterCMS Webhooks Streaming API","Content Management, B2B, Blogging, Content, Infrastructure-as-a-Service, Platform-as-a-Service, Software-as-a-Service",04.24.2018,https://www.programmableweb.com/sdk/buttercms-javascript-sdk," This SDK is a JavaScript API client to access ButterCMS. The ButterCMS API allows you to build CMS powered websites for blogs, dynamic pages, and more. It includes a Filestack Image API that is an integration to leverage a set of image transformation capabilities, and a Webhooks API that allows you to Get notifications for content changes. ButterCMS provides a way to add a blog or CMS to your website.",https://github.com/ButterCMS/buttercms-js,JavaScript,ButterCMS,https://buttercms.com/docs/api/
14,"ButterCMS REST API v2, ButterCMS Filestack Image Indirect API, ButterCMS Webhooks Streaming API","Content Management, B2B, Blogging, Content, Infrastructure-as-a-Service, Platform-as-a-Service, Software-as-a-Service",04.24.2018,https://www.programmableweb.com/sdk/buttercms-python-sdk," This SDK is a Python API client to access ButterCMS. The ButterCMS API allows you to build CMS powered websites for blogs, dynamic pages, and more. It includes a Filestack Image API that is an integration to leverage a set of image transformation capabilities, and a Webhooks API that allows you to Get notifications for content changes. ButterCMS provides a way to add a blog or CMS to your website.",https://github.com/buttercms/buttercms-python,Python,ButterCMS,https://buttercms.com/docs/api/
15,"ButterCMS REST API v2, ButterCMS Filestack Image Indirect API, ButterCMS Webhooks Streaming API","Content Management, B2B, Backend-as-a-Service, Blogging, Content, Infrastructure-as-a-Service, Software-as-a-Service",04.24.2018,https://www.programmableweb.com/sdk/buttercms-netc-sdk," This SDK is a .Net/C# API client to access ButterCMS. The ButterCMS API allows you to build CMS powered websites for blogs, dynamic pages, and more. It includes a Filestack Image API that is an integration to leverage a set of image transformation capabilities, and a Webhooks API that allows you to Get notifications for content changes. ButterCMS provides a way to add a blog or CMS to your website.",https://github.com/buttercms/buttercms-csharp,".Net, C#",ButterCMS,https://buttercms.com/docs/api/
16,"ButterCMS REST API v2, ButterCMS Filestack Image Indirect API, ButterCMS Webhooks Streaming API","Content Management, B2B, Blogging, Content, Infrastructure-as-a-Service, Platform-as-a-Service, Software-as-a-Service",04.24.2018,https://www.programmableweb.com/sdk/buttercms-php-sdk," This SDK is a PHP API client to access ButterCMS. The ButterCMS API allows you to build CMS powered websites for blogs, dynamic pages, and more. It includes a Filestack Image API that is an integration to leverage a set of image transformation capabilities, and a Webhooks API that allows you to Get notifications for content changes. ButterCMS provides a way to add a blog or CMS to your website.",https://github.com/buttercms/buttercms-php,PHP,Blue Button,https://buttercms.com/docs/api/
