,Related APIs,Category,Submitted,Meta_Url,Description,Repository,Languages,Provider,Asset URL
0,Qualaroo Reporting REST API,"Enterprise, Feedback, Marketing, Surveys, Web Site Management",06.11.2019,https://www.programmableweb.com/sdk/qualaroo-react-sdk, The Qualaroo React SDK is a marketing platform designed to gain insights about users' cross-channel behavior.,,JavaScript,Qualaroo,https://github.com/qualaroo/react-native-qualaroo
1,Qualaroo Reporting REST API,"Enterprise, Feedback, Marketing, Surveys, Web Site Management",06.11.2019,https://www.programmableweb.com/sdk/qualaroo-android-sdk, The Qualaroo Android SDK is a marketing platform designed to gain insights about users' cross-channel behavior. Android 4.0.3 or later is required. The latest version is 1.9.0.,,Java,Qualaroo,https://github.com/qualaroo/android-sdk
2,Qualaroo Reporting REST API,"Enterprise, Feedback, Marketing, Surveys, Web Site Management",06.11.2019,https://www.programmableweb.com/sdk/qualaroo-cordova-sdk, The Qualaroo Cordova SDK is a marketing platform designed to gain insights about users' cross-channel behavior. The latest version is 1.9.0.,,JavaScript,Qualaroo,https://github.com/qualaroo/cordova-mobile-sdk
3,Qualaroo Reporting REST API,"Enterprise, Feedback, Marketing, Surveys, Web Site Management",06.11.2019,https://www.programmableweb.com/sdk/qualaroo-swift-sdk, The Qualaroo Swift SDK is a marketing platform designed to gain insights about users' cross-channel behavior. The latest version is 1.10.0.,,Swift,Qualaroo,https://github.com/qualaroo/ios-sdk
4,Broadsign Control REST API,"Advertising, Images, Streaming, Text",06.11.2019,https://www.programmableweb.com/sdk/broadsign-control-php-sdk, The Broadsign Control PHP SDK interacts with the API to access digital signage features. Developers can download the SDK when they login to the portal.,,PHP,Broadsign Control,https://broadsign.com/docs/broadsign-control/13-0/php-developers.html
5,Picturepark REST API,"Content Management, Accounting, Content, Database, Digital Asset Management, Metadata",06.10.2019,https://www.programmableweb.com/sdk/picturepark-java-sdk," The Picturepark Java SDK is a content platform used to connect, manage and route from the points of creation to where data is needed. Picturepark features structured content, semantic relationships, and automation.",,Java,Picturepark,https://github.com/Picturepark/Picturepark.SDK.Playground/tree/master/src/Picturepark.SDK.Java
6,Picturepark REST API,"Content Management, Accounting, Content, Database, Digital Asset Management, Metadata",06.10.2019,https://www.programmableweb.com/sdk/picturepark-net-sdk," The Picturepark .NET SDK is a content platform used to connect, manage and route from the points of creation to where data is needed. Picturepark features structured content, semantic relationships, and automation.",,.Net,Picturepark,https://github.com/Picturepark/Picturepark.SDK.DotNet
7,Picturepark REST API,"Content Management, Accounting, Content, Database, Digital Asset Management, Metadata",06.10.2019,https://www.programmableweb.com/sdk/picturepark-typescript-sdk," The Picturepark TypeScript SDK is a content platform used to connect, manage and route from the points of creation to where data is needed. Picturepark features structured content, semantic relationships, and automation.",,JavaScript,Picturepark,https://github.com/Picturepark/Picturepark.SDK.TypeScript
8,"PayPal Checkout Native/Browser API, PayPal Orders REST API v2.0, PayPal Payments REST API v2.0","Payments, eCommerce, Ordering",06.10.2019,https://www.programmableweb.com/sdk/paypal-checkout-net-sdk," This SDK is a .Net checkout integration for PayPal Payments and Ordering services. PayPal API’s enable you with the ability to access various features of the PayPal developer platform. This includes; invoice management, transaction processing, account management and more. PayPal offers ecommerce and online payment solutions for millions of customers globally.",https://github.com/paypal/Checkout-NET-SDK,.Net,Paypal,https://developer.paypal.com/docs
9,"PayPal Checkout Native/Browser API, PayPal Orders REST API v2.0, PayPal Payments REST API v2.0","Payments, eCommerce, Ordering",06.10.2019,https://www.programmableweb.com/sdk/paypal-checkout-python-sdk," This SDK is a Python checkout integration for PayPal Payments and Ordering services. PayPal API’s enable you with the ability to access various features of the PayPal developer platform. This includes; invoice management, transaction processing, account management and more. PayPal offers ecommerce and online payment solutions for millions of customers globally.",https://github.com/paypal/Checkout-Python-SDK,Python,Paypal,https://developer.paypal.com/docs
