,Related APIs,Category,Published,Meta_Url,Languages,Related Frameworks,Architectural Style,Provider,Asset URL,Repository,Terms Of Service,Type,Docs Home,Request Formats,Response Formats
0,LinkedIn,"Social, Enterprise",04.07.2015,https://www.programmableweb.com/library/linkedin-objective-c-library-jacob-von-eyben,Objective-C,,,,https://github.com/jeyben/IOSLinkedInAPI/blob/master/README.md,https://github.com/jeyben/IOSLinkedInAPI,,Library,,,
1,OnPage,Messaging,04.07.2015,https://www.programmableweb.com/library/onpage-python-client-library-onset-technology,Python,,,,https://pypi.python.org/pypi/OnPage-HUB-API-Client/0.1.1,,,Library,,,
2,Telegram,"Messaging, Mobile, Photos, Video",04.07.2015,https://www.programmableweb.com/library/telegram-python-library-anton-grigoryev,Python,,,Independent Developer,https://github.com/griganton/telepy/blob/master/README.md,https://github.com/griganton/telepy,,Library,,,
3,Telegram,"Messaging, Mobile, Photos, Video",04.07.2015,https://www.programmableweb.com/library/telegram-ruby-library-platphorm,Ruby,,,Independent Developer,https://github.com/platphorm/telegram_rb/blob/master/README.md,https://github.com/platphorm/telegram_rb,,Library,,,
4,Telegram,"Messaging, Mobile, Photos, Video",04.07.2015,https://www.programmableweb.com/library/telegram-javascript-library-enrico-stara,"JavaScript, Node.js",,,,https://www.npmjs.com/package/telegram.link,https://github.com/enricostara/telegram.link,,Library,,,
5,Telegram,"Messaging, Mobile, Photos, Video",04.07.2015,https://www.programmableweb.com/library/telegram-java-mtproto-library-stepan-korshakov,Java,,,Independent Developer,https://github.com/ex3ndr/telegram-mt/blob/master/README.md,https://github.com/ex3ndr/telegram-mt,,Library,,,
6,Telegram,"Messaging, Mobile, Photos, Video",04.07.2015,https://www.programmableweb.com/library/telegram-java-tl-builder-library-stepan-korshakov,Java,,,Independent Developer,https://github.com/ex3ndr/telegram-tl/blob/master/README.md,https://github.com/ex3ndr/telegram-tl,,Library,,,
7,DataSift REST,Privacy,04.07.2015,https://www.programmableweb.com/library/datasift-php-library-datasift,PHP,,,,http://dev.datasift.com/quickstart/php,,,Library,,,
8,DataSift REST,Privacy,04.07.2015,https://www.programmableweb.com/library/datasift-api-ruby-library-datasift,Ruby,,,Datasift,http://dev.datasift.com/quickstart/ruby,https://github.com/datasift/datasift-ruby/tree/master,,Library,,,
9,DataSift REST,Privacy,04.07.2015,https://www.programmableweb.com/library/datasift-node.js-library-datasift,Node.js,,,,http://dev.datasift.com/quickstart/nodejs,https://github.com/datasift/datasift-node/tree/master,,Library,,,
10,DataSift REST,Privacy,04.07.2015,https://www.programmableweb.com/library/datasift-python-library-datasift,Python,,,Datasift,http://dev.datasift.com/quickstart/python,https://github.com/datasift/datasift-python,,Library,,,
11,Twitter,Social,04.07.2015,https://www.programmableweb.com/library/twitter-java-library-twitter4j,Java,,,,http://twitter4j.org/en/index.html,,,Library,,,
12,DataSift REST,Privacy,04.07.2015,https://www.programmableweb.com/library/datasift-.net-library-datasift,.Net,,,Datasift,http://dev.datasift.com/libraries/client,https://github.com/datasift/datasift-dotnet,,Library,,,
13,DataSift REST,Privacy,04.07.2015,https://www.programmableweb.com/library/datasift-java-library-datasift,Java,,,,http://dev.datasift.com/quickstart/java,https://github.com/datasift/datasift-java,,Library,,,
14,Shopify Admin,Sales,04.03.2015,https://www.programmableweb.com/library/shopify-active-merchant-ruby-library-shopify,Ruby,,,Shopify,https://github.com/Shopify/active_merchant,,,Library,,,
15,Google Cloud Translation,"Translation, Search",04.03.2015,https://www.programmableweb.com/library/google-translate-node.js-client-library-brandon-paton,Node.js,,,,https://www.npmjs.com/package/google-translate,https://github.com/localizejs/node-google-translate,,Library,,,
16,Apple CloudKit,"Cloud, Developers",04.03.2015,https://www.programmableweb.com/library/apple-cloudkit-swift-library-edwin-vermeer,Swift,,,,https://github.com/evermeer/EVCloudKitDao,https://github.com/evermeer/EVCloudKitDao,,Library,,,
17,SendinBlue,"Advertising, Email, French, Marketing, Messaging",04.03.2015,https://www.programmableweb.com/library/sendinblue-php-library-sendinblue,PHP,,,,https://github.com/mailin-api/mailin-api-php,,,Library,,,
18,Pebble,"Other, Bluetooth, Internet of Things, Smartphone, Wearable",04.03.2015,https://www.programmableweb.com/library/pebble-node.js-library-pebble,Node.js,,,Pebble,https://github.com/pebble/pebble-api-node,,,Library,,,
19,Google Cloud Translation,"Translation, Language",04.03.2015,https://www.programmableweb.com/library/google-translate-node.js-client-library-giovanni-gaglione,Node.js,,,,https://www.npmjs.com/package/google-translate-api-nodejs-client,https://github.com/bitliner/google-translate-api-nodejs-client,,Library,,,
20,Content Management,"Content Management, Tools",04.03.2015,https://www.programmableweb.com/library/contentful-content-management-ruby-gem-library,Ruby,,,Contentful,https://www.contentful.com/developers/documentation/content-management-api/,https://github.com/contentful/contentful-management.rb,,Library,,,
21,Content Management,"Content Management, Tools",04.03.2015,https://www.programmableweb.com/library/contentful-content-management-ruby-library,Ruby,,,Contentful,https://www.contentful.com/developers/documentation/content-management-api/,https://github.com/contentful/contentful.rb,,Library,,,
22,Content Management,"Content Management, Tools",04.03.2015,https://www.programmableweb.com/library/contentful-content-management-javascript-node.js-library,"JavaScript, Node.js",,,Contentful,https://www.contentful.com/developers/documentation/content-management-api/,https://github.com/contentful/contentful-management.js,,Library,,,
23,Content Management,"Content Management, Tools",04.03.2015,https://www.programmableweb.com/library/contentful-content-management-node.js-library,"JavaScript, Node.js",,,Contentful,https://www.contentful.com/developers/documentation/content-management-api/,https://github.com/contentful/contentful.js,,Library,,,
24,Stripe,Payments,04.03.2015,https://www.programmableweb.com/library/stripe-xamarin-c-library-xamarin,C++,,,Stripe,https://github.com/xamarin/XamarinStripe,,,Library,,,
25,Stripe,Payments,04.03.2015,https://www.programmableweb.com/library/stripe-oauth2-php-library-oliver-nassar,PHP,,,,https://github.com/onassar/PHP-StripeOAuth/blob/master/README.md,https://github.com/onassar/PHP-StripeOAuth,,Library,,,
26,Stripe,Sales,04.03.2015,https://www.programmableweb.com/library/stripe-payola-ruby-library-peter-keen,Ruby,,,Stripe,https://www.payola.io/,https://github.com/peterkeen/payola,,Library,,,
27,Spree Commerce,Sales,04.03.2015,https://www.programmableweb.com/library/spree-ruby-library-spree,Ruby,,,,https://github.com/spree/spree,,,Library,,,
28,YouTube Data,"Video, Data",04.03.2015,https://www.programmableweb.com/library/youtube-data-php-library-jason-leung,PHP,,,,https://github.com/madcoda/php-youtube-api,,,Library,,,
29,Bronto,"Email, Marketing",04.03.2015,https://www.programmableweb.com/library/bronto-php-library-bronto,PHP,,,,https://github.com/bronto/bronto-api-php-client,,,Library,,,
30,Redmine,"Project Management, Business, Office, Time Tracking",04.03.2015,https://www.programmableweb.com/library/redmine-java-library-taskadapter,Java,,,,https://github.com/taskadapter/redmine-java-api,,,Library,,,
31,Spotify Web,"Music, Data Mining",04.03.2015,https://www.programmableweb.com/library/spotify-web-android-library-kasia,Java,,,Independent Developer,https://github.com/kaaes/spotify-web-api-android,,,Library,,,
32,Spotify Web,"Music, Data Mining",04.03.2015,https://www.programmableweb.com/library/spotify-web-php-library-jonathan-wilsson,PHP,,,Independent Developer,https://github.com/jwilsson/spotify-web-api-php,,,Library,,,
33,BigCommerce,"eCommerce, Business",04.03.2015,https://www.programmableweb.com/library/bigcommerce-python-library-bigcommerce,Python,,,Bigcommerce,https://github.com/bigcommerce/bigcommerce-api-python,,,Library,,,
34,BigCommerce,"eCommerce, Business",04.03.2015,https://www.programmableweb.com/library/bigcommerce-ruby-library-bigcommerce,Ruby,,,Bigcommerce,https://github.com/bigcommerce/bigcommerce-api-ruby,,,Library,,,
35,BigCommerce,"eCommerce, Business",04.03.2015,https://www.programmableweb.com/library/bigcommerce-php-library-bigcommerce,PHP,,,Bigcommerce,https://github.com/bigcommerce/bigcommerce-api-php,,,Library,,,
36,Telegram,"Messaging, Mobile, Photos, Video",03.31.2015,https://www.programmableweb.com/library/telegram-java-typelanguage-library-stepan-korshakov,Java,,,Independent Developer,https://github.com/ex3ndr/telegram-tl-core/blob/master/README.md,https://github.com/ex3ndr/telegram-tl-core,,Library,,,
37,Amazon Product Advertising,"eCommerce, Advertising, Products",03.31.2015,https://www.programmableweb.com/library/amazon-product-advertising-php-library-jan-eichhorn,PHP,,,,http://api.pixel-web.org/apai-io/index.html,https://github.com/Exeu/apai-io,,Library,,,
38,Content Management,"Content Management, Tools",03.31.2015,https://www.programmableweb.com/library/contentful-content-management-java-library,Java,,,Contentful,https://www.contentful.com/developers/documentation/content-management-api/,https://github.com/contentful/contentful-management.java,,Library,,,
39,Cambridge Dictionaries Online,"Dictionary, Education, Languages, Tools",03.31.2015,https://www.programmableweb.com/library/cambridge-dictionaries-online-python-library,Python,,,,http://dictionary-api.cambridge.org/,http://dictionary-api.cambridge.org/index.php/help/resources#python,,Library,,,
40,Cambridge Dictionaries Online,"Dictionary, Education, Languages, Tools",03.31.2015,https://www.programmableweb.com/library/cambridge-dictionaries-online-javascript-library,JavaScript,,,,http://dictionary-api.cambridge.org/,http://dictionary-api.cambridge.org/index.php/help/resources#javascript,,Library,,,
41,Cambridge Dictionaries Online,"Dictionary, Education, Languages, Tools",03.31.2015,https://www.programmableweb.com/library/cambridge-dictionaries-online-ruby-library,Ruby,,,,http://dictionary-api.cambridge.org/,http://dictionary-api.cambridge.org/index.php/help/resources#ruby,,Library,,,
42,Cambridge Dictionaries Online,"Dictionary, Education, Languages, Tools",03.31.2015,https://www.programmableweb.com/library/cambridge-dictionaries-online-php-library,PHP,,,,http://dictionary-api.cambridge.org/,http://dictionary-api.cambridge.org/index.php/help/resources#php,,Library,,,
